Unnamed: 0,fiscal_year,work_location_borough,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay
1307,2023,MANHATTAN,94079.0,per Annum,1820.0,94189.24,0.0,0.0,8029.08
1308,2023,MANHATTAN,116290.0,per Annum,1820.0,115902.95,86.5,5743.41,4658.21
1309,2023,MANHATTAN,41887.0,per Annum,1190.0,26593.98,0.0,0.0,3000.0
1310,2023,BROOKLYN,65921.0,per Annum,1820.0,64525.42,336.75,15371.54,12344.3
1311,2023,MANHATTAN,81126.0,per Annum,0.0,2937.85,0.0,0.0,132.59
1312,2023,MANHATTAN,88649.0,per Annum,1820.0,88752.84,84.25,5277.52,5377.57
1313,2023,MANHATTAN,95116.0,per Annum,0.0,-4887.82,0.0,19.09,14880.57
1314,2023,MANHATTAN,65921.0,per Annum,1820.0,65998.3,0.0,0.0,7297.4
1315,2023,BROOKLYN,94154.0,per Annum,1820.0,96020.12,39.75,2511.66,15460.77
1316,2023,BRONX,55463.0,per Annum,1050.0,31082.77,106.75,3915.59,3061.49
1317,2023,BRONX,53848.0,per Annum,875.0,25817.4,65.5,2317.36,3047.64
1318,2023,BROOKLYN,67983.0,per Annum,1820.0,68061.89,0.0,0.0,3000.0
1319,2023,MANHATTAN,91768.0,per Annum,1820.0,89673.0,0.0,0.0,3066.0
1320,2023,MANHATTAN,60820.0,per Annum,1820.0,60400.3,3.0,240.16,7105.24
1321,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,270.75,12148.26,13224.82
1322,2023,MANHATTAN,68652.0,per Annum,1820.0,67926.95,0.0,0.0,4341.21
1323,2023,MANHATTAN,109977.0,per Annum,1820.0,98396.29,0.0,0.0,11037.27
1324,2023,BRONX,34834.0,per Annum,2000.0,33093.25,662.75,17010.4,7853.52
1325,2023,MANHATTAN,39438.0,per Annum,2080.0,39240.39,422.5,11957.11,5422.98
1326,2023,QUEENS,54996.0,per Annum,1820.0,54845.44,0.0,0.0,4341.21
1327,2023,MANHATTAN,62590.0,per Annum,1820.0,59292.99,29.75,1327.43,578.54
1328,2023,MANHATTAN,44881.0,per Annum,1820.0,44299.96,0.0,0.0,4477.75
1329,2023,BRONX,55814.0,per Annum,0.0,0.0,0.0,0.0,6232.97
1330,2023,MANHATTAN,74782.0,per Annum,1820.0,69213.73,19.5,897.19,3045.84
1331,2023,MANHATTAN,66022.0,per Annum,1820.0,66103.17,393.25,19739.04,31309.76
1332,2023,MANHATTAN,80565.0,per Annum,1820.0,80344.16,0.0,0.0,3264.85
1333,2023,MANHATTAN,105721.0,per Annum,1820.0,105846.54,532.75,40751.82,5536.86
1334,2023,BRONX,65921.0,per Annum,1820.0,65998.3,201.5,9203.65,5110.54
1335,2023,MANHATTAN,53890.0,per Annum,91.75,6144.81,0.0,0.0,42.64
1336,2023,MANHATTAN,55651.0,per Annum,1820.0,55716.04,0.0,0.0,3000.0
1337,2023,QUEENS,55463.0,per Annum,140.0,3983.37,0.0,0.0,0.0
1338,2023,MANHATTAN,97721.0,per Annum,1820.0,97835.49,3.0,156.87,3690.53
1339,2023,BROOKLYN,65921.0,per Annum,1820.0,65990.93,1.0,62.93,4491.1
1340,2023,BROOKLYN,56097.0,per Annum,301.0,7478.89,42.5,1414.78,1022.77
1341,2023,MANHATTAN,91768.0,per Annum,1820.0,88228.24,6.0,306.46,6656.49
1342,2023,BROOKLYN,61114.0,per Annum,1820.0,58088.55,800.5,35870.79,15612.64
1343,2023,MANHATTAN,70877.0,per Annum,0.0,2271.34,0.0,0.0,19.66
1344,2023,QUEENS,65921.0,per Annum,1519.0,46128.12,0.0,0.0,4029.14
1345,2023,BRONX,65921.0,per Annum,1820.0,56241.96,94.75,4052.27,26766.0
1346,2023,BRONX,64232.0,per Annum,1820.0,64306.35,254.25,10800.43,5613.12
1347,2023,QUEENS,88195.0,per Annum,1820.0,88300.76,0.0,0.0,8029.08
1348,2023,BROOKLYN,65921.0,per Annum,1820.0,65012.96,556.75,27672.15,12830.0
1349,2023,MANHATTAN,71481.0,per Annum,1820.0,72209.1,0.0,0.0,4069.56
1350,2023,QUEENS,52280.0,per Annum,0.0,776.14,0.0,97.76,0.27
1351,2023,QUEENS,83501.0,per Annum,1820.0,83272.28,207.0,10250.35,7492.47
1352,2023,MANHATTAN,129691.0,per Annum,1820.0,129335.7,0.0,0.0,0.0
1353,2023,BRONX,48545.0,per Annum,274.25,6204.19,8.0,212.57,11.29
1354,2023,BRONX,94245.0,per Annum,1820.0,94358.38,546.5,38235.74,8732.56
1355,2023,MANHATTAN,64338.0,per Annum,1820.0,63594.24,0.0,0.0,6184.92
1356,2023,BROOKLYN,62137.0,per Annum,0.0,1269.56,0.0,28.98,5613.3
1357,2023,MANHATTAN,55463.0,per Annum,1050.0,30147.43,43.5,1514.19,3066.5
1358,2023,BROOKLYN,50001.0,per Annum,980.0,26273.04,245.5,9031.91,4270.03
1359,2023,MANHATTAN,103875.0,per Annum,1820.0,103590.5,0.0,0.0,0.0
1360,2023,BRONX,65921.0,per Annum,1820.0,68171.93,25.5,950.44,10818.82
1361,2023,MANHATTAN,57088.0,per Annum,0.0,0.0,0.0,0.0,331.93
1362,2023,MANHATTAN,102226.0,per Annum,1820.0,101651.92,0.0,0.0,426.1
1363,2023,BRONX,53848.0,per Annum,770.0,22512.86,47.75,1606.35,3008.1
1364,2023,BRONX,55463.0,per Annum,560.0,16418.43,31.25,1009.7,3047.76
1365,2023,MANHATTAN,91854.0,per Annum,826.0,44542.78,0.0,0.0,2293.66
1366,2023,BROOKLYN,83618.0,per Annum,1820.0,74850.09,147.5,8197.88,2885.14
1367,2023,BROOKLYN,54463.0,per Annum,0.0,1045.07,0.0,0.0,0.0
1368,2023,BROOKLYN,43495.0,per Annum,1835.0,38853.17,24.75,674.14,3361.5
1369,2023,RICHMOND,65921.0,per Annum,791.0,29875.16,124.5,5897.16,9241.34
1370,2023,BRONX,76671.0,per Annum,1820.0,71306.01,507.5,30492.16,30389.89
1371,2023,QUEENS,62186.0,per Annum,0.0,336.85,0.0,0.0,4650.57
1372,2023,MANHATTAN,96112.0,per Annum,0.0,2381.83,0.0,0.0,16.19
1373,2023,BROOKLYN,65921.0,per Annum,1820.0,65938.59,113.25,5087.35,4176.01
1374,2023,MANHATTAN,65921.0,per Annum,1433.75,52287.95,151.5,7218.26,12695.63
1375,2023,BROOKLYN,61114.0,per Annum,1743.5,55321.21,701.75,30686.15,12513.83
1376,2023,BROOKLYN,65921.0,per Annum,1260.0,72690.41,0.0,0.0,24808.22
1377,2023,MANHATTAN,94263.0,per Annum,1260.0,68460.08,0.0,0.0,0.0
1378,2023,MANHATTAN,64232.0,per Annum,1820.0,61071.52,146.25,5401.98,5941.1
1379,2023,QUEENS,47132.0,per Annum,0.0,42.23,0.0,0.0,0.0
1380,2023,BRONX,97721.0,per Annum,1820.0,97835.49,294.75,19522.91,4051.01
1381,2023,MANHATTAN,104828.0,per Annum,1820.0,102826.43,0.0,0.0,3806.55
1382,2023,MANHATTAN,123885.0,per Annum,1820.0,112759.43,0.0,0.0,4477.75
1383,2023,MANHATTAN,64001.0,per Annum,897.67,33531.64,111.75,5319.06,8064.25
1384,2023,MANHATTAN,93159.0,per Annum,490.0,28024.15,0.0,62.99,1923.44
1385,2023,MANHATTAN,91563.0,per Annum,1533.75,76950.37,5.0,298.25,14644.19
1386,2023,MANHATTAN,65921.0,per Annum,1820.0,65998.3,547.25,26437.54,19200.4
1387,2023,MANHATTAN,65921.0,per Annum,1827.0,65380.69,348.25,16781.2,13568.4
1388,2023,BROOKLYN,94964.0,per Annum,1820.0,95078.19,0.0,0.0,5486.0
1389,2023,MANHATTAN,62137.0,per Annum,0.0,3666.78,0.0,73.08,5668.9
1390,2023,BROOKLYN,53890.0,per Annum,1820.0,49846.17,857.25,34289.18,10493.35
1391,2023,MANHATTAN,67983.0,per Annum,1820.0,68061.89,30.0,1264.42,3000.0
1392,2023,MANHATTAN,111138.0,per Annum,0.0,0.0,0.0,0.0,9088.25
1393,2023,MANHATTAN,65921.0,per Annum,1820.0,66077.18,213.0,9622.64,12642.8
1394,2023,BRONX,53890.0,per Annum,1820.0,53310.39,1224.0,51214.23,17687.61
1395,2023,QUEENS,53848.0,per Annum,350.0,10399.43,0.0,5.92,8.25
1396,2023,MANHATTAN,114600.0,per Annum,1820.0,108701.94,0.0,0.0,2743.93
1397,2023,MANHATTAN,86320.0,per Annum,0.0,0.0,0.0,0.0,1770.31
1398,2023,MANHATTAN,61594.0,per Annum,378.0,14756.92,0.0,0.0,4370.33
1399,2023,QUEENS,65921.0,per Annum,1820.0,65998.3,254.5,13447.89,13200.77
1400,2023,MANHATTAN,65921.0,per Annum,1820.0,65998.3,75.0,3224.17,14158.81
1401,2023,MANHATTAN,88418.0,per Annum,1820.0,88175.87,0.0,0.0,4927.51
1402,2023,QUEENS,160392.0,per Annum,1820.0,143503.12,0.0,0.0,375.0
1403,2023,MANHATTAN,102226.0,per Annum,1820.0,101945.99,0.0,0.0,0.0
1404,2023,RICHMOND,55463.0,per Annum,952.0,27024.74,94.0,3124.19,3008.25
1405,2023,MANHATTAN,88769.0,per Annum,0.0,1984.91,0.0,0.0,14.49
1406,2023,QUEENS,60236.0,per Annum,1470.0,44552.3,222.75,9313.78,3226.97
1407,2023,BROOKLYN,53848.0,per Annum,805.0,22881.58,50.25,1683.68,10.32
1408,2023,QUEENS,47132.0,per Annum,0.0,201.03,0.0,0.0,5.45
1409,2023,BROOKLYN,64001.0,per Annum,840.0,31449.97,119.25,5215.88,476.68
1410,2023,MANHATTAN,73780.0,per Annum,1820.0,73870.22,0.0,0.0,8037.33
1411,2023,QUEENS,65921.0,per Annum,1820.0,65998.3,164.25,6896.47,12188.12
1412,2023,BRONX,102226.0,per Annum,1820.0,101945.99,0.0,0.0,10142.41
1413,2023,RICHMOND,94103.0,per Annum,1820.0,94190.75,486.75,33376.84,8291.26
1414,2023,QUEENS,73761.0,per Annum,1820.0,74486.93,0.0,0.15,8172.71
1415,2023,MANHATTAN,55463.0,per Annum,1050.0,31082.77,99.25,3514.1,3075.6
1416,2023,MANHATTAN,100801.0,per Annum,1820.0,103204.2,399.0,27305.92,23237.93
1417,2023,BROOKLYN,109573.0,per Annum,0.0,0.0,0.0,0.0,109573.0
1418,2023,BRONX,48545.0,per Annum,-70.0,-1598.25,0.0,0.0,0.0
1419,2023,QUEENS,66022.0,per Annum,1820.0,66103.17,192.75,8509.16,8339.95
1420,2023,BRONX,65921.0,per Annum,1820.0,65991.59,241.75,12866.43,11851.6
1421,2023,BRONX,54531.0,per Annum,1820.0,54381.6,71.0,2282.04,2626.36
1422,2023,MANHATTAN,64001.0,per Annum,0.0,-1284.7,0.0,9.9,3561.98
1423,2023,QUEENS,55463.0,per Annum,140.0,4232.57,0.0,0.0,0.0
1424,2023,MANHATTAN,94103.0,per Annum,1820.0,94190.75,138.25,8581.73,25425.52
1425,2023,MANHATTAN,64232.0,per Annum,1820.0,62214.13,308.0,13132.29,3997.59
1426,2023,MANHATTAN,72335.0,per Annum,0.0,1887.73,0.0,0.0,12.67
1427,2023,RICHMOND,65921.0,per Annum,1820.0,65644.2,203.0,8571.43,5098.56
1428,2023,MANHATTAN,84451.0,per Annum,1820.0,83544.54,0.0,0.0,4927.51
1429,2023,MANHATTAN,34834.0,per Annum,160.0,2658.56,0.0,0.0,495.74
1430,2023,BROOKLYN,65630.0,per Annum,1470.0,57808.45,386.75,20935.37,5779.93
1431,2023,BRONX,65921.0,per Annum,1820.0,65998.3,0.0,8.66,12552.12
1432,2023,MANHATTAN,83493.0,per Annum,1820.0,75972.11,0.0,0.0,4667.66
1433,2023,MANHATTAN,60327.0,per Annum,0.0,0.0,0.0,0.0,1585.9
1434,2023,MANHATTAN,80839.0,per Annum,980.0,43409.38,0.0,0.0,4141.71
1435,2023,BRONX,64130.0,per Annum,0.0,738.24,0.0,0.0,31.85
1436,2023,MANHATTAN,46693.0,per Annum,633.0,13952.66,29.0,776.91,71.62
1437,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,0.0,0.0,14558.68
1438,2023,BROOKLYN,50001.0,per Annum,1120.0,30945.47,412.75,16249.06,10076.86
1439,2023,BROOKLYN,48605.0,per Annum,0.0,0.0,0.0,0.0,1770.31
1440,2023,RICHMOND,60327.0,per Annum,0.0,0.0,4.25,195.3,16.5
1441,2023,BROOKLYN,61114.0,per Annum,736.25,26219.39,56.0,3132.7,4143.19
1442,2023,QUEENS,64001.0,per Annum,1575.0,57225.57,298.0,13845.77,4048.21
1443,2023,QUEENS,65921.0,per Annum,1820.0,65998.3,593.0,31029.93,16622.38
1444,2023,BRONX,54720.0,per Annum,0.0,0.0,0.0,0.0,4204.49
1445,2023,BRONX,94220.0,per Annum,1820.0,94333.14,500.0,35645.13,8636.69
1446,2023,BROOKLYN,65559.0,per Annum,1820.0,69054.8,759.25,41878.99,11610.07
1447,2023,MANHATTAN,94220.0,per Annum,1820.0,94333.14,435.5,31041.31,17284.91
1448,2023,BRONX,61172.0,per Annum,1820.0,61246.02,188.5,7343.4,8029.37
1449,2023,MANHATTAN,70877.0,per Annum,2080.0,68886.24,16.0,792.4,3033.0
1450,2023,BRONX,60236.0,per Annum,1820.0,58105.42,324.0,12824.08,3119.12
1451,2023,BRONX,61860.0,per Annum,14.5,6118.47,0.0,51.98,69.66
1452,2023,MANHATTAN,81692.0,per Annum,1820.0,81179.42,8.0,347.28,3000.0
1453,2023,MANHATTAN,100000.0,per Annum,700.0,38356.2,0.0,0.0,0.0
1454,2023,MANHATTAN,160392.0,per Annum,1820.0,143503.12,0.0,0.0,0.0
1455,2023,MANHATTAN,110064.0,per Annum,0.0,1756.69,0.0,0.0,0.0
1456,2023,BROOKLYN,62224.0,per Annum,1820.0,62559.59,747.5,35090.59,6968.56
1457,2023,MANHATTAN,94220.0,per Annum,1820.0,94333.14,21.0,1269.38,8094.06
1458,2023,BROOKLYN,53848.0,per Annum,630.0,18358.96,15.0,515.78,47.14
1459,2023,BRONX,65921.0,per Annum,1890.0,68510.1,447.5,23389.28,11070.0
1460,2023,MANHATTAN,105568.0,per Annum,1820.0,105694.36,0.0,0.0,4477.75
1461,2023,QUEENS,100759.0,per Annum,1820.0,100876.23,701.0,51474.89,4291.89
1462,2023,BRONX,106894.0,per Annum,1820.0,107022.05,6.5,374.33,4543.75
1463,2023,MANHATTAN,88649.0,per Annum,1820.0,88752.84,447.25,29401.85,16392.71
1464,2023,BRONX,55463.0,per Annum,560.0,16624.97,21.5,843.17,3024.75
1465,2023,MANHATTAN,146698.0,per Annum,1820.0,146296.02,0.0,0.0,375.0
1466,2023,RICHMOND,62137.0,per Annum,35.0,1558.52,0.0,2.48,32.65
1467,2023,MANHATTAN,54996.0,per Annum,1820.0,54845.44,0.0,0.0,4341.21
1468,2023,BRONX,65921.0,per Annum,1820.0,65998.3,188.25,9496.33,19523.71
1469,2023,RICHMOND,73003.0,per Annum,2080.0,73088.13,24.0,1245.16,3680.07
1470,2023,BROOKLYN,64232.0,per Annum,1820.0,62268.65,2.25,82.16,21264.86
1471,2023,MANHATTAN,34834.0,per Annum,320.0,5344.4,8.0,215.62,320.4
1472,2023,MANHATTAN,67983.0,per Annum,1820.0,68061.89,74.75,3391.82,3070.45
1473,2023,MANHATTAN,83493.0,per Annum,1820.0,83590.08,50.5,2426.57,3602.7
1474,2023,BROOKLYN,102226.0,per Annum,1820.0,97267.33,470.0,32332.14,26272.22
1475,2023,BROOKLYN,65921.0,per Annum,1820.0,64367.61,79.5,3402.0,14343.32
1476,2023,QUEENS,55463.0,per Annum,140.0,4232.57,0.0,0.0,0.0
1477,2023,BRONX,65921.0,per Annum,1820.0,65998.3,157.0,6967.41,17702.02
1478,2023,MANHATTAN,60369.0,per Annum,1820.0,60203.52,0.0,0.0,4349.46
1479,2023,MANHATTAN,78280.0,per Annum,0.0,1739.0,0.0,0.0,76.34
1480,2023,RICHMOND,65921.0,per Annum,1820.0,65998.3,203.5,8890.35,5675.21
1481,2023,BROOKLYN,60236.0,per Annum,105.0,4674.63,0.0,7.53,700.75
1482,2023,MANHATTAN,115927.0,per Annum,1820.0,105462.24,0.0,0.0,0.0
1483,2023,MANHATTAN,73690.0,per Annum,1820.0,90607.34,334.5,19200.99,8365.65
1484,2023,BRONX,58482.0,per Annum,350.0,12537.88,70.25,2812.26,923.12
1485,2023,MANHATTAN,88649.0,per Annum,1519.0,73836.0,5.0,341.01,6571.0
1486,2023,BROOKLYN,66022.0,per Annum,1820.0,66103.17,115.5,4854.1,25405.52
1487,2023,BROOKLYN,50001.0,per Annum,805.0,20660.73,101.5,3403.2,5947.12
1488,2023,QUEENS,64232.0,per Annum,1820.0,62438.23,90.25,3876.31,6834.48
1489,2023,QUEENS,52280.0,per Annum,0.0,319.18,0.0,1.46,0.0
1490,2023,MANHATTAN,45956.0,per Annum,1820.0,46012.9,0.0,0.0,8555.86
1491,2023,BRONX,65921.0,per Annum,350.0,14201.56,2.0,514.86,15118.8
1492,2023,QUEENS,94128.0,per Annum,1820.0,94216.3,2.0,198.02,8211.29
1493,2023,BRONX,53890.0,per Annum,0.0,1320.23,0.0,0.0,0.0
1494,2023,MANHATTAN,111768.0,per Annum,-49.0,321.08,0.0,0.0,-5534.17
1495,2023,BROOKLYN,60545.0,per Annum,0.0,993.12,0.0,0.0,0.0
1496,2023,MANHATTAN,61866.0,per Annum,1820.0,61696.44,0.0,0.0,0.0
1497,2023,BRONX,78203.0,per Annum,1820.0,79637.33,494.0,29767.26,19742.08
1498,2023,MANHATTAN,62137.0,per Annum,0.0,1533.4,0.0,100.19,6143.26
1499,2023,MANHATTAN,127481.0,per Annum,1820.0,126679.54,0.0,0.0,5089.64
1500,2023,BROOKLYN,102226.0,per Annum,1820.0,101945.99,0.0,0.0,0.0
1501,2023,BROOKLYN,94079.0,per Annum,1750.0,94189.24,434.25,30657.67,25179.08
1502,2023,BROOKLYN,65921.0,per Annum,0.0,3215.67,0.0,0.0,7686.48
1503,2023,MANHATTAN,52178.0,per Annum,700.0,18843.31,0.0,0.0,3000.0
1504,2023,BROOKLYN,114440.0,per Annum,1820.0,110550.18,0.0,0.0,0.0
1505,2023,BRONX,65921.0,per Annum,1820.0,65998.3,6.0,240.37,13853.86
1506,2023,BROOKLYN,55463.0,per Annum,952.0,27636.0,79.75,2648.95,3022.39
1507,2023,BROOKLYN,96691.0,per Annum,1820.0,96807.03,191.0,12107.11,8029.08
1508,2023,BRONX,52280.0,per Annum,0.0,657.37,0.0,38.31,0.0
1509,2023,BRONX,160392.0,per Annum,1820.0,137911.34,0.0,0.0,0.0
1510,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,257.5,10849.76,13733.95
1511,2023,BROOKLYN,65921.0,per Annum,1191.0,43939.9,3.5,170.85,5784.87
1512,2023,MANHATTAN,64232.0,per Annum,1820.0,61071.52,6.5,235.44,3915.87
1513,2023,BRONX,64232.0,per Annum,1820.0,61070.14,470.5,21209.67,6181.3
1514,2023,BROOKLYN,94079.0,per Annum,1820.0,101520.6,53.75,2985.12,14890.76
1515,2023,BRONX,65921.0,per Annum,1820.0,65991.36,0.0,4.46,13854.24
1516,2023,BROOKLYN,62137.0,per Annum,-280.0,-8547.24,0.0,0.0,-756.83
1517,2023,BROOKLYN,66021.0,per Annum,1820.0,66236.26,66.5,2700.49,15410.38
1518,2023,MANHATTAN,101026.0,per Annum,1820.0,101147.66,0.0,0.0,4477.75
1519,2023,MANHATTAN,116001.0,per Annum,1820.0,116072.86,0.0,0.0,4477.75
1520,2023,MANHATTAN,71757.0,per Annum,0.0,0.0,0.0,0.0,-232.3
1521,2023,MANHATTAN,64232.0,per Annum,1820.0,64306.35,211.25,9441.79,13740.52
1522,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,607.75,29443.13,5223.85
1523,2023,MANHATTAN,88746.0,per Annum,0.0,2143.11,0.0,10.25,15579.62
1524,2023,BRONX,35650.0,per Annum,0.0,65.95,0.0,3.71,1.43
1525,2023,QUEENS,102226.0,per Annum,1820.0,101945.99,0.0,0.0,0.0
1526,2023,QUEENS,65921.0,per Annum,1820.0,65998.3,322.75,14790.24,12958.51
1527,2023,MANHATTAN,62137.0,per Annum,0.0,1691.81,0.0,28.76,0.96
1528,2023,BRONX,58482.0,per Annum,119.0,5146.59,23.25,1071.86,7.3
1529,2023,MANHATTAN,61167.0,per Annum,1820.0,60999.38,0.0,0.0,4341.21
1530,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,244.25,10455.94,5072.31
1531,2023,MANHATTAN,120147.0,per Annum,1820.0,114185.27,21.0,1500.93,17436.61
1532,2023,BROOKLYN,115927.0,per Annum,1820.0,115609.52,0.0,0.0,0.0
1533,2023,MANHATTAN,60327.0,per Annum,0.0,-2098.85,0.0,15.12,9051.38
1534,2023,BROOKLYN,94245.0,per Annum,1820.0,97354.64,264.75,18408.12,8764.58
1535,2023,BRONX,65921.0,per Annum,1820.0,65998.3,262.75,12632.05,11040.96
1536,2023,BROOKLYN,53890.0,per Annum,1820.0,52960.39,947.5,37817.82,16972.69
1537,2023,MANHATTAN,99459.0,per Annum,1820.0,92770.45,0.0,0.0,1829.88
1538,2023,BROOKLYN,65582.0,per Annum,1820.0,67978.35,1344.25,74283.06,8985.95
1539,2023,BRONX,73003.0,per Annum,2080.0,73088.13,0.0,11.52,3066.5
1540,2023,MANHATTAN,85920.0,per Annum,1820.0,85627.94,0.0,0.0,4472.15
1541,2023,MANHATTAN,97780.0,per Annum,1120.0,63296.87,0.0,0.0,5177.95
1542,2023,RICHMOND,65921.0,per Annum,1820.0,65998.3,254.5,11229.96,12824.66
1543,2023,BRONX,65921.0,per Annum,1820.0,65998.3,77.75,3221.47,5543.87
1544,2023,BROOKLYN,55463.0,per Annum,560.0,15688.88,33.75,1186.53,3072.27
1545,2023,MANHATTAN,65564.0,per Annum,1820.0,64298.55,596.0,29509.35,9690.16
1546,2023,BRONX,53890.0,per Annum,1723.5,54215.81,0.0,451.33,3793.23
1547,2023,MANHATTAN,60825.0,per Annum,1820.0,60081.26,0.0,0.0,8029.08
1548,2023,MANHATTAN,65921.0,per Annum,192.5,8595.55,0.0,0.0,7522.57
1549,2023,RICHMOND,62137.0,per Annum,0.0,1338.99,0.0,70.22,1.76
1550,2023,BROOKLYN,65921.0,per Annum,1750.0,63469.82,52.75,2130.42,5612.94
1551,2023,BRONX,53890.0,per Annum,1470.0,36623.59,557.25,19232.98,9545.89
1552,2023,BROOKLYN,97438.0,per Annum,1760.75,85315.89,0.0,0.0,0.0
1553,2023,MANHATTAN,67983.0,per Annum,1820.0,68061.89,0.0,0.0,4477.75
1554,2023,MANHATTAN,71432.0,per Annum,1820.0,71455.68,0.0,0.0,4477.75
1555,2023,MANHATTAN,64281.0,per Annum,315.0,12655.64,2.5,132.18,7489.84
1556,2023,MANHATTAN,94357.0,per Annum,1820.0,94469.3,24.75,1936.49,8317.83
1557,2023,MANHATTAN,74123.0,per Annum,140.0,5686.14,0.0,0.0,135.71
1558,2023,MANHATTAN,46693.0,per Annum,1386.0,33885.03,68.0,1992.97,3192.23
1559,2023,BRONX,65921.0,per Annum,1820.0,65998.3,784.25,39878.54,13806.16
1560,2023,MANHATTAN,226000.0,per Annum,1820.0,203402.67,0.0,0.0,0.0
1561,2023,QUEENS,65921.0,per Annum,1820.0,65998.3,128.0,5328.01,8420.1
1562,2023,MANHATTAN,66475.0,per Annum,0.0,381.49,0.0,0.0,0.0
1563,2023,BRONX,53890.0,per Annum,1820.0,50828.69,566.75,21183.05,13478.13
1564,2023,MANHATTAN,114771.0,per Annum,1901.25,108485.64,156.0,10911.67,13310.89
1565,2023,MANHATTAN,148029.0,per Annum,1820.0,145439.72,0.0,0.0,0.0
1566,2023,BRONX,109977.0,per Annum,1820.0,98396.29,196.0,16227.34,6404.71
1567,2023,MANHATTAN,64001.0,per Annum,700.0,26540.49,0.0,71.82,1948.61
1568,2023,MANHATTAN,67984.0,per Annum,1820.0,66185.1,0.0,0.0,3680.07
1569,2023,QUEENS,64001.0,per Annum,0.0,1191.45,0.0,54.39,0.74
1570,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,230.0,10569.82,14882.61
1571,2023,MANHATTAN,84472.0,per Annum,1820.0,83995.54,0.0,0.0,14733.11
1572,2023,BROOKLYN,58482.0,per Annum,1085.0,30642.15,94.25,3281.75,902.56
1573,2023,MANHATTAN,91339.0,per Annum,582.58,32085.36,0.0,0.0,1368.72
1574,2023,BRONX,65921.0,per Annum,1449.0,30308.56,0.0,0.0,4799.57
1575,2023,MANHATTAN,108000.0,per Annum,1820.0,107704.21,0.0,0.0,914.94
1576,2023,BRONX,57070.0,per Annum,0.0,0.0,0.0,0.0,10474.34
1577,2023,QUEENS,53848.0,per Annum,0.0,800.68,0.0,52.71,0.32
1578,2023,BROOKLYN,65674.0,per Annum,1820.0,68101.4,1508.75,85336.24,10535.25
1579,2023,BRONX,102226.0,per Annum,1820.0,101945.99,0.0,0.0,0.0
1580,2023,MANHATTAN,59244.0,per Annum,1820.0,59315.72,263.0,10963.7,7431.04
1581,2023,BRONX,47132.0,per Annum,0.0,406.27,0.0,76.14,37.23
1582,2023,QUEENS,64001.0,per Annum,1400.0,51148.32,240.25,11036.04,3454.77
1583,2023,MANHATTAN,65921.0,per Annum,1820.0,65980.77,222.75,10048.89,13581.71
1584,2023,QUEENS,65921.0,per Annum,1820.0,65998.3,320.0,15397.61,12461.13
1585,2023,MANHATTAN,85342.0,per Annum,1634.23,79078.3,0.0,0.0,0.0
1586,2023,BROOKLYN,56820.0,per Annum,1820.0,51330.0,4.0,120.98,4843.72
1587,2023,MANHATTAN,73640.0,per Annum,1820.0,68352.54,274.0,14497.86,8527.42
1588,2023,BROOKLYN,109573.0,per Annum,0.0,0.0,0.0,0.0,59823.94
1589,2023,MANHATTAN,65921.0,per Annum,0.0,2049.2,0.0,36.89,5827.27
1590,2023,MANHATTAN,92300.0,per Annum,1820.0,88837.63,4.5,220.72,3132.0
1591,2023,QUEENS,60236.0,per Annum,1470.0,35659.95,4.5,140.25,-1739.59
1592,2023,RICHMOND,65921.0,per Annum,1820.0,65998.3,265.0,11571.35,11741.63
1593,2023,MANHATTAN,110000.0,per Annum,1820.0,109698.68,0.0,0.0,0.0
1594,2023,BROOKLYN,65921.0,per Annum,1820.0,65990.93,186.25,8094.38,4796.17
1595,2023,MANHATTAN,65335.0,per Annum,1820.0,65414.98,0.0,0.0,8029.08
1596,2023,MANHATTAN,155000.0,per Annum,1820.0,152455.78,0.0,0.0,0.0
1597,2023,BROOKLYN,58482.0,per Annum,1330.0,40283.7,262.0,9908.8,3073.7
1598,2023,MANHATTAN,59116.0,per Annum,980.0,30254.61,16.75,600.79,3021.21
1599,2023,BRONX,91694.0,per Annum,1065.0,57101.23,0.0,7.56,8134.85
1600,2023,BROOKLYN,65921.0,per Annum,1820.0,65998.3,150.75,6197.0,15006.26
1601,2023,MANHATTAN,72139.0,per Annum,1820.0,68603.08,0.0,0.0,4477.75
1602,2023,MANHATTAN,65921.0,per Annum,1708.0,61949.48,250.25,11773.05,10589.04
1603,2023,BRONX,64232.0,per Annum,1820.0,64058.62,62.0,2573.81,8082.09
1604,2023,BROOKLYN,57070.0,per Annum,0.0,0.0,0.0,0.0,10732.51
1605,2023,MANHATTAN,98046.0,per Annum,217.0,14801.13,0.0,133.2,575.66
1606,2023,MANHATTAN,75772.0,per Annum,1813.0,70744.68,612.75,37148.99,12234.53
1607,2023,BROOKLYN,115927.0,per Annum,1820.0,115609.52,0.0,0.0,0.0
1608,2023,MANHATTAN,74123.0,per Annum,1820.0,73919.82,0.0,0.0,1764.35
